,Emissions,Supply,Top Fifty Polluters Emissions,Top Fifty Efficient Emissions,Average Polluters Emissions,Top Fifty Polluters Supply,Top Fifty Efficient Supply,Average Polluters Supply,Emissions Rolling,Supply Rolling
32,1011233,10075770,57947,40171,50774,482963,504934,504840,,
33,1011158,10075180,57895,40171,50774,482582,504934,504839,,
34,1011077,10074595,57810,40171,50784,481903,504934,504939,,
35,1011014,10074060,57754,40171,50774,481477,504934,504838,,
36,1010954,10073592,57694,40171,50784,481016,504934,504938,,
37,1010879,10073023,57610,40164,50774,480353,504833,504837,,
38,1010804,10072462,57536,40163,50784,479800,504832,504937,,
39,1010728,10071908,57466,40171,50784,479254,504932,504937,,
40,1010660,10071353,57382,40171,50784,478606,504932,504937,,
41,1010594,10070810,57326,40171,50784,478171,504932,504937,,
42,1010525,10070272,57257,40171,50774,477639,504932,504836,,
43,1010462,10069836,57190,40171,50774,477110,504932,504835,,
44,1010398,10069308,57121,40163,50784,476589,504831,504935,,
45,1010328,10068787,57055,40171,50784,476075,504931,504935,,
46,1010261,10068267,56977,40171,50784,475461,504931,504935,,
47,1010197,10067755,56924,40171,50784,475056,504931,504935,,
48,1010132,10067250,56859,40163,50784,474558,504830,504935,,
49,1010070,10066746,56796,40171,50784,474061,504930,504933,,
50,1010010,10066250,56732,40164,50784,473572,504829,504933,,
51,1009950,10065862,56670,40171,50774,473090,504929,504832,,
52,1009883,10065274,56609,40171,50784,472609,504929,504932,,
53,1009828,10064895,56546,40171,50784,472136,504929,504932,,
54,1009755,10064315,56486,40171,50784,471663,504929,504932,,
55,1009698,10063843,56426,40171,50794,471198,504929,505033,,
56,1009635,10063371,56364,40163,50784,470733,504828,504931,,
57,1009570,10062907,56305,40171,50773,470276,504928,504830,,
58,1009506,10062450,56223,40171,50773,469624,504928,504829,,
59,1009466,10062095,56201,40171,50773,469476,504928,504828,,
60,1009399,10061546,56119,40171,50783,468831,504928,504928,,
61,1009331,10060998,56051,40171,50783,468289,504928,504928,,
62,1009277,10060558,56008,40163,50783,467956,504827,504928,,
63,1009232,10060219,55952,40162,50793,467523,504826,505029,,
64,1009177,10059788,55896,40171,50783,467098,504926,504927,,
65,1009119,10059357,55842,40171,50783,466673,504926,504927,,
66,1009059,10058934,55775,40171,50773,466155,504926,504826,,
67,1009011,10058511,55735,40171,50783,465838,504926,504926,,
68,1008957,10058096,55680,40171,50772,465429,504926,504825,,
69,1008902,10057689,55630,40171,50783,465027,504926,504925,,
70,1008848,10057281,55565,40171,50783,464525,504926,504925,,
71,1008791,10056882,55502,40171,50783,464030,504926,504925,,
72,1008749,10056483,55475,40171,50773,463837,504926,504824,,
73,1008698,10056092,55426,40171,50783,463452,504926,504924,,
74,1008646,10055701,55375,40171,50773,463067,504926,504823,,
75,1008597,10055311,55325,40163,50783,462683,504825,504923,,
76,1008546,10054928,55276,40171,50783,462306,504925,504923,,
77,1008492,10054545,55228,40171,50783,461929,504925,504923,,
78,1008450,10054170,55183,40163,50772,461560,504824,504822,,
79,1008395,10053796,55133,40171,50761,461191,504924,504720,,
80,1008350,10053428,55086,40163,50781,460830,504823,504920,,
81,1008301,10053061,55041,40171,50781,460469,504923,504920,,
82,1008259,10052702,54994,40171,50771,460116,504923,504819,,
83,1008211,10052330,54961,40162,50781,459851,504822,504919,,
84,1008175,10052080,54901,40163,50781,459404,504821,504919,,
85,1008130,10051729,54858,40171,50770,459058,504921,504818,,
86,1008085,10051378,54825,40171,50780,458813,504921,504918,,
87,1008041,10051035,54781,40170,50780,458475,504921,504918,,
88,1007996,10050690,54725,40170,50780,458036,504919,504918,,
89,1007958,10050354,54694,40162,50780,457806,504818,504918,,
90,1007919,10050119,54641,40170,50769,457375,504918,504817,,
91,1007868,10049693,54588,40178,50780,456953,505019,504917,,
92,1007831,10049365,54558,40170,50780,456730,504917,504917,,
93,1007786,10049040,54516,40170,50769,456410,504917,504816,,
94,1007739,10048721,54463,40170,50779,455995,504917,504916,,
95,1007700,10048402,54423,40170,50779,455680,504917,504916,,
96,1007663,10048091,54396,40170,50789,455474,504917,505017,,
97,1007623,10047780,54357,40170,50779,455168,504917,504915,,
98,1007581,10047471,54316,40170,50779,454864,504917,504915,,
99,1007540,10047168,54278,40178,50779,454566,505018,504915,1009903.58,10064594.57
100,1007504,10046865,54239,40170,50779,454268,504916,504915,1009935.83,10065063.22
101,1007466,10046564,54201,40170,50779,453972,504916,504915,1010068.07,10066528.86
102,1007426,10046269,54163,40178,50779,453682,505017,504915,1010102.72,10067017.39
103,1007383,10045975,54112,40169,50769,453292,504915,504814,1010038.56,10066518.82
104,1007354,10045681,54099,40169,50779,453204,504915,504914,1009975.3,10066028.1
105,1007312,10045394,54051,40169,50779,452820,504915,504914,1009912.48,10065541.28
106,1007274,10045107,54015,40169,50769,452538,504915,504813,1009850.26,10065059.28
107,1007241,10044828,53979,40169,50779,452264,504915,504913,1009788.67,10064582.11
108,1007203,10044549,53943,40169,50779,451990,504915,504913,1009727.56,10064108.68
109,1007171,10044272,53909,40169,50779,451718,504915,504913,1009667.22,10063640.93
110,1007133,10044001,53875,40168,50779,451452,504915,504913,1009607.46,10063177.86
111,1007103,10043730,53853,40169,50779,451287,504913,504913,1009548.29,10062718.37
112,1007065,10043461,53805,40169,50769,450921,504913,504812,1009489.64,10062263.48
113,1007033,10043198,53761,40169,50779,450562,504913,504912,1009431.49,10061812.16
114,1006996,10042934,53726,40169,50779,450302,504913,504912,1009374.01,10061366.32
115,1006962,10042674,53703,40169,50779,450147,504913,504912,1009317.11,10060924.94
116,1006922,10042320,53674,40169,50779,449897,504913,504912,1009260.44,10060484.97
117,1006887,10042064,53628,40169,50779,449546,504913,504912,1009204.46,10060050.33
118,1006859,10041811,53608,40169,50779,449398,504913,504912,1009149.16,10059619.97
119,1006827,10041558,53576,40169,50779,449150,504913,504912,1009094.33,10059193.81
120,1006792,10041311,53544,40169,50769,448908,504913,504811,1009040.04,10058771.91
121,1006763,10041064,53512,40153,50779,448666,504711,504911,1008986.24,10058354.19
122,1006733,10040819,53482,40161,50779,448426,504810,504911,1008933.09,10057941.6
123,1006697,10040580,53462,40169,50779,448293,504910,504911,1008880.41,10057532.09
124,1006668,10040341,53420,40169,50779,447957,504910,504911,1008828.38,10057127.61
125,1006645,10040205,53391,40169,50779,447725,504910,504911,1008777.0,10056729.16
126,1006616,10039975,53361,40169,50779,447499,504910,504911,1008725.99,10056333.74
127,1006589,10039745,53334,40169,50779,447273,504910,504911,1008675.63,10055943.25
128,1006559,10039517,53303,40169,50769,447049,504910,504810,1008625.73,10055556.65
129,1006537,10039289,53275,40161,50779,446825,504809,504910,1008576.34,10055172.84
130,1006501,10039067,53246,40169,50779,446607,504909,504910,1008527.47,10054793.89
131,1006474,10038845,53219,40169,50779,446389,504909,504910,1008479.02,10054417.71
132,1006446,10038625,53202,40169,50779,446274,504909,504910,1008431.15,10054046.26
133,1006419,10038405,53162,40161,50779,445956,504808,504910,1008383.76,10053678.51
134,1006394,10038191,53135,40160,50779,445746,504807,504910,1008336.93,10053314.47
135,1006363,10037977,53108,40169,50779,445536,504907,504910,1008290.42,10052953.64
136,1006337,10037765,53080,40161,50779,445328,504806,504910,1008244.25,10052595.37
137,1006310,10037553,53055,40169,50779,445120,504906,504910,1008198.56,10052240.67
138,1006280,10037347,53026,40169,50779,444918,504906,504910,1008153.32,10051889.52
139,1006258,10037142,53002,40169,50779,444717,504906,504910,1008108.62,10051541.86
140,1006234,10036938,52977,40162,50779,444517,504805,504910,1008064.36,10051197.71
141,1006204,10036739,52951,40169,50779,444323,504905,504910,1008020.46,10050857.0
142,1006176,10036542,52925,40178,50779,444129,505006,504910,1007976.97,10050519.7
143,1006151,10036346,52901,40169,50779,443937,504904,504910,1007933.86,10050184.8
144,1006129,10036150,52876,40162,50779,443745,504803,504910,1007891.17,10049853.22
145,1006103,10035954,52852,40169,50779,443553,504903,504910,1007848.92,10049524.89
146,1006078,10035764,52828,40169,50778,443367,504903,504910,1007807.09,10049199.86
147,1006051,10035574,52804,40169,50779,443181,504903,504908,1007765.63,10048878.05
148,1006025,10035386,52779,40169,50779,442997,504903,504908,1007724.56,10048559.41
149,1006006,10035198,52767,40169,50779,442914,504903,504908,1007683.92,10048243.93
150,1005978,10035016,52731,40169,50769,442634,504903,504807,1007643.6,10047931.59
151,1005949,10034733,52710,40169,50779,442456,504903,504907,1007603.59,10047620.3
152,1005928,10034554,52687,40169,50779,442280,504903,504907,1007564.04,10047313.1
153,1005899,10034374,52664,40169,50779,442104,504903,504907,1007524.75,10047007.89
154,1005874,10034200,52641,40177,50779,441934,505004,504907,1007485.94,10046706.74
155,1005853,10034026,52621,40169,50779,441764,504902,504907,1007447.49,10046408.57
156,1005825,10033755,52599,40169,50779,441596,504902,504907,1007409.39,10046112.41
157,1005801,10033582,52576,40169,50779,441428,504902,504907,1007371.7,10045819.16
158,1005777,10033410,52556,40169,50779,441260,504902,504907,1007334.41,10045528.76
159,1005761,10033244,52535,40161,50779,441098,504801,504907,1007297.36,10045240.25
160,1005736,10033078,52512,40169,50779,440936,504901,504907,1007260.73,10044955.57
161,1005721,10032914,52493,40162,50779,440776,504800,504907,1007224.63,10044674.73
162,1005691,10032750,52471,40177,50779,440616,505001,504907,1007188.77,10044396.65
163,1005672,10032586,52450,40169,50779,440456,504899,504907,1007153.17,10044120.32
164,1005653,10032428,52443,40169,50779,440403,504899,504907,1007117.93,10043846.72
165,1005635,10032271,52424,40169,50779,440249,504899,504907,1007083.09,10043575.86
166,1005613,10032114,52390,40169,50789,439994,504899,505008,1007048.63,10043307.66
167,1005594,10031958,52372,40169,50768,439842,504899,504805,1007014.46,10043042.13
168,1005577,10031802,52352,40152,50778,439690,504697,504905,1006980.66,10042779.19
169,1005554,10031652,52333,40160,50778,439544,504796,504905,1006947.18,10042518.82
170,1005532,10031502,52315,40169,50778,439398,504896,504905,1006914.02,10042261.03
171,1005516,10031354,52296,40169,50778,439254,504896,504905,1006881.27,10042005.75
172,1005496,10031206,52277,40169,50778,439110,504896,504905,1006848.74,10041752.98
173,1005476,10031058,52270,40169,50778,439067,504896,504905,1006816.52,10041502.64
174,1005458,10030910,52240,40169,50778,438821,504896,504905,1006784.64,10041254.73
175,1005449,10030869,52211,40169,50778,438582,504896,504905,1006753.16,10041010.31
176,1005436,10030829,52204,40177,50778,438544,504997,504905,1006722.06,10040769.32
177,1005423,10030690,52186,40169,50788,438408,504895,505006,1006691.37,10040530.77
178,1005396,10030450,52169,40169,50768,438272,504895,504803,1006660.83,10040293.57
179,1005377,10030310,52139,40169,50768,438035,504895,504802,1006630.65,10040058.71
180,1005361,10030170,52132,40161,50778,437999,504794,504902,1006600.76,10039826.13
181,1005351,10030137,52103,40169,50778,437768,504894,504902,1006571.26,10039596.89
182,1005335,10030004,52098,40169,50778,437738,504894,504902,1006542.02,10039369.91
183,1005317,10029873,52082,40169,50778,437610,504894,504902,1006513.08,10039145.34
184,1005299,10029742,52065,40169,50778,437482,504894,504902,1006484.32,10038921.96
185,1005286,10029611,52049,40169,50778,437354,504894,504902,1006455.88,10038700.78
186,1005269,10029480,52032,40169,50778,437226,504894,504902,1006427.72,10038481.8
187,1005248,10029355,52004,40169,50778,437003,504894,504902,1006399.79,10038265.0
188,1005235,10029230,52001,40169,50778,436981,504894,504902,1006372.18,10038050.4
189,1005219,10029107,51985,40169,50778,436861,504894,504902,1006344.79,10037837.93
190,1005207,10028984,51970,40169,50778,436741,504894,504902,1006317.67,10037626.58
191,1005189,10028861,51955,40169,50778,436621,504894,504902,1006290.88,10037418.26
192,1005177,10028738,51940,40169,50778,436501,504894,504902,1006264.34,10037211.99
193,1005159,10028615,51924,40169,50778,436381,504894,504902,1006238.07,10037007.74
194,1005147,10028498,51909,40161,50778,436267,504793,504902,1006212.15,10036805.51
195,1005126,10028381,51894,40169,50778,436153,504893,504902,1006186.41,10036605.3
196,1005116,10028266,51880,40169,50778,436041,504893,504902,1006160.94,10036407.05
197,1005104,10028151,51867,40169,50788,435929,504893,505003,1006135.75,10036210.76
198,1005085,10028036,51851,40169,50777,435817,504893,504901,1006110.79,10036016.41
199,1005068,10027921,51836,40169,50767,435705,504893,504800,1006086.07,10035823.94
200,1005053,10027806,51821,40169,50777,435593,504893,504900,1006061.56,10035633.35
201,1005039,10027697,51796,40169,50787,435386,504893,505001,1006037.29,10035444.68
202,1005031,10027588,51796,40169,50777,435380,504893,504899,1006013.34,10035257.87
203,1005015,10027482,51780,40169,50777,435276,504893,504899,1005989.66,10035072.94
204,1004999,10027374,51767,40169,50777,435172,504893,504899,1005966.11,10034889.87
205,1004988,10027267,51767,40169,50777,435169,504893,504899,1005942.87,10034708.6
206,1004973,10027160,51740,40169,50777,434963,504893,504899,1005919.86,10034529.13
207,1004959,10027053,51727,40169,50777,434859,504893,504899,1005897.04,10034351.38
208,1004953,10026976,51718,40162,50777,434785,504792,504899,1005874.54,10034175.65
209,1004939,10026874,51716,40169,50777,434787,504892,504899,1005852.22,10034001.67
210,1004925,10026775,51691,40161,50777,434589,504791,504899,1005830.14,10033829.41
211,1004912,10026676,51679,40169,50777,434493,504891,504899,1005808.23,10033658.87
212,1004899,10026577,51666,40169,50777,434397,504891,504899,1005786.57,10033490.03
213,1004886,10026478,51654,40169,50777,434301,504891,504899,1005765.1,10033322.83
214,1004870,10026379,51642,40169,50777,434205,504891,504899,1005743.84,10033157.28
215,1004854,10026281,51627,40177,50777,434109,504992,504899,1005722.76,10032993.35
216,1004850,10026181,51618,40161,50777,434013,504789,504899,1005702.04,10032831.96
217,1004833,10026087,51604,40169,50777,433922,504889,504899,1005681.5,10032672.19
218,1004822,10025992,51581,40169,50777,433729,504889,504899,1005661.13,10032514.0
219,1004810,10025902,51580,40169,50777,433742,504889,504899,1005640.96,10032357.44
220,1004800,10025833,51572,40169,50777,433676,504889,504899,1005621.04,10032202.66
221,1004791,10025742,51560,40169,50777,433588,504889,504899,1005601.32,10032049.44
222,1004782,10025673,51553,40169,50766,433522,504889,504798,1005581.81,10031897.98
223,1004769,10025582,51540,40169,50787,433434,504889,504999,1005562.53,10031748.0
224,1004762,10025513,51533,40169,50788,433368,504889,504998,1005543.47,10031599.72
225,1004746,10025422,51519,40169,50777,433280,504889,504896,1005524.48,10031451.89
226,1004741,10025358,51513,40169,50767,433219,504889,504795,1005505.73,10031305.72
227,1004730,10025272,51502,40169,50767,433136,504889,504794,1005487.14,10031160.99
228,1004722,10025210,51494,40160,50777,433077,504788,504894,1005468.77,10031017.92
229,1004711,10025126,51483,40168,50777,432996,504888,504894,1005450.51,10030876.29
230,1004704,10025064,51476,40168,50767,432937,504888,504793,1005432.54,10030736.26
231,1004692,10024980,51466,40168,50777,432856,504888,504893,1005414.72,10030597.61
232,1004685,10024918,51458,40168,50777,432797,504888,504893,1005397.11,10030460.54
233,1004673,10024834,51447,40168,50777,432716,504888,504893,1005379.65,10030324.83
234,1004664,10024772,51451,40168,50777,432758,504888,504893,1005362.35,10030190.64
235,1004649,10024689,51428,40176,50777,432575,504989,504893,1005345.21,10030057.76
236,1004646,10024631,51421,40168,50777,432521,504887,504893,1005328.3,10029926.42
237,1004638,10024552,51411,40160,50777,432445,504786,504893,1005311.58,10029796.41
238,1004628,10024496,51393,40168,50777,432291,504886,504893,1005295.06,10029667.9
239,1004615,10024420,51383,40168,50777,432217,504886,504893,1005278.63,10029540.68
240,1004612,10024365,51389,40168,50777,432265,504886,504893,1005262.41,10029414.95
241,1004602,10024288,51378,40168,50777,432191,504886,504893,1005246.39,10029290.44
242,1004597,10024233,51373,40168,50777,432139,504886,504893,1005230.6,10029167.35
243,1004586,10024156,51362,40168,50777,432065,504886,504893,1005214.95,10029045.45
244,1004578,10024101,51355,40168,50767,432013,504886,504792,1005199.44,10028924.96
245,1004565,10024024,51345,40168,50777,431939,504886,504892,1005184.06,10028805.66
246,1004560,10023969,51340,40168,50777,431887,504886,504892,1005168.88,10028687.71
247,1004550,10023896,51318,40159,50777,431716,504785,504892,1005153.87,10028570.93
248,1004546,10023847,51325,40168,50777,431770,504885,504892,1005139.08,10028455.54
249,1004538,10023777,51316,40168,50777,431703,504885,504892,1005124.4,10028341.33
250,1004531,10023729,51310,40168,50777,431658,504885,504892,1005109.93,10028228.46
251,1004521,10023659,51300,40168,50777,431591,504885,504892,1005095.65,10028117.72
252,1004512,10023611,51295,40168,50777,431546,504885,504892,1005081.49,10028008.29
253,1004508,10023541,51286,40168,50777,431479,504885,504892,1005067.58,10027899.96
254,1004501,10023493,51281,40168,50767,431434,504885,504791,1005053.85,10027792.89
255,1004494,10023424,51285,40168,50767,431469,504885,504790,1005040.26,10027686.87
256,1004485,10023375,51267,40168,50777,431321,504885,504890,1005026.86,10027583.07
257,1004476,10023305,51257,40168,50777,431254,504885,504890,1005013.61,10027480.3
258,1004471,10023257,51252,40160,50777,431209,504784,504890,1005000.55,10027378.77
259,1004462,10023192,51256,40167,50777,431248,504884,504890,1004987.56,10027278.25
260,1004458,10023149,51250,40167,50777,431207,504884,504890,1004974.78,10027178.96
261,1004446,10023085,51229,40167,50777,431045,504884,504890,1004962.03,10027080.67
262,1004441,10023045,51224,40167,50777,431007,504884,504890,1004949.53,10026983.62
263,1004429,10022982,51215,40167,50777,430947,504884,504890,1004937.1,10026887.58
264,1004429,10022941,51200,40167,50777,430808,504884,504890,1004924.86,10026792.71
265,1004416,10022878,51191,40167,50777,430747,504884,504890,1004912.67,10026698.78
266,1004414,10022837,51198,40167,50777,430809,504884,504890,1004900.68,10026606.01
267,1004403,10022788,51180,40167,50777,430662,504884,504890,1004888.77,10026514.31
268,1004405,10022747,51189,40159,50777,430724,504783,504890,1004877.05,10026423.76
269,1004396,10022698,51182,40167,50777,430678,504883,504890,1004865.47,10026334.22
270,1004390,10022657,51177,40167,50767,430640,504883,504789,1004854.05,10026245.77
271,1004382,10022608,51170,40167,50777,430594,504883,504889,1004842.71,10026158.31
272,1004377,10022567,51165,40167,50777,430556,504883,504889,1004831.52,10026071.92
273,1004374,10022523,51160,40167,50777,430515,504883,504889,1004820.5,10025986.57
274,1004367,10022487,51156,40167,50777,430482,504883,504889,1004809.59,10025902.34
275,1004353,10022343,51150,40167,50777,430442,504883,504889,1004798.63,10025817.08
276,1004350,10022309,51147,40167,50777,430410,504883,504889,1004787.77,10025731.88
277,1004345,10022266,51142,40167,50787,430370,504883,504990,1004776.99,10025647.64
278,1004338,10022231,51137,40167,50777,430338,504883,504888,1004766.41,10025565.45
279,1004335,10022188,51131,40167,50777,430298,504883,504888,1004755.99,10025484.23
280,1004328,10022153,51127,40167,50777,430266,504883,504888,1004745.66,10025404.06
281,1004327,10022110,51123,40167,50767,430226,504883,504787,1004735.42,10025323.79
282,1004322,10022075,51119,40167,50787,430194,504883,504988,1004725.29,10025244.5
283,1004315,10022032,51113,40167,50777,430154,504883,504886,1004715.27,10025166.09
284,1004309,10021997,51108,40167,50777,430122,504883,504886,1004705.37,10025088.64
285,1004303,10021954,51103,40167,50777,430082,504883,504886,1004695.54,10025012.07
286,1004300,10021919,51101,40167,50777,430050,504883,504886,1004685.85,10024936.46
287,1004293,10021876,51094,40167,50777,430010,504883,504886,1004676.3,10024861.67
288,1004288,10021841,51090,40167,50787,429978,504883,504987,1004666.83,10024787.78
289,1004280,10021798,51083,40167,50767,429938,504883,504784,1004657.44,10024714.69
290,1004278,10021768,51082,40167,50787,429911,504883,504985,1004648.15,10024642.53
291,1004276,10021730,51077,40167,50777,429876,504883,504883,1004639.02,10024571.22
292,1004273,10021701,51073,40167,50777,429850,504883,504883,1004629.98,10024500.85
293,1004268,10021664,51069,40167,50767,429816,504883,504782,1004621.07,10024431.34
294,1004264,10021635,51066,40167,50767,429790,504883,504781,1004612.24,10024362.71
295,1004258,10021598,51060,40167,50777,429756,504883,504881,1004603.56,10024294.88
296,1004256,10021569,51058,40167,50777,429730,504883,504881,1004594.96,10024227.91
297,1004247,10021532,51053,40167,50777,429696,504883,504881,1004586.39,10024161.72
298,1004247,10021503,51049,40167,50777,429670,504883,504881,1004578.01,10024096.39
299,1004242,10021466,51046,40176,50777,429636,504984,504881,1004569.75,10024031.84
300,1004235,10021437,51042,40167,50777,429610,504882,504881,1004561.57,10023968.15
301,1004233,10021400,51037,40167,50777,429576,504882,504881,1004553.51,10023905.18
302,1004230,10021371,51022,40167,50777,429449,504882,504881,1004545.5,10023843.01
303,1004226,10021334,51030,40167,50777,429515,504882,504881,1004537.61,10023781.53
304,1004222,10021305,51026,40167,50787,429489,504882,504982,1004529.84,10023720.84
305,1004216,10021268,51021,40167,50777,429455,504882,504880,1004522.12,10023660.85
306,1004213,10021239,51018,40167,50777,429429,504882,504880,1004514.52,10023601.64
307,1004207,10021202,51014,40167,50777,429395,504882,504880,1004507.0,10023543.13
308,1004205,10021173,51010,40167,50777,429369,504882,504880,1004499.52,10023485.1
309,1004202,10021136,51005,40159,50777,429335,504781,504880,1004492.15,10023427.72
310,1004201,10021112,51004,40167,50777,429314,504881,504880,1004484.91,10023371.09
311,1004194,10021080,50999,40167,50777,429285,504881,504880,1004477.73,10023315.13
312,1004194,10021057,50997,40167,50777,429265,504881,504880,1004470.68,10023259.93
313,1004191,10021026,50993,40167,50777,429237,504881,504880,1004463.73,10023205.41
314,1004189,10021003,50991,40159,50767,429217,504780,504779,1004456.92,10023151.65
315,1004183,10020972,50987,40167,50777,429189,504880,504879,1004450.21,10023098.56
316,1004177,10020949,50985,40175,50777,429169,504981,504879,1004443.48,10023046.24
317,1004176,10020918,50981,40167,50777,429141,504879,504879,1004436.91,10022994.55
318,1004174,10020895,50978,40167,50777,429121,504879,504879,1004430.43,10022943.58
319,1004167,10020864,50974,40175,50777,429093,504980,504879,1004424.0,10022893.2
320,1004165,10020841,50972,40175,50777,429073,504979,504879,1004417.65,10022843.28
321,1004159,10020810,50968,40167,50777,429045,504877,504879,1004411.33,10022793.96
322,1004158,10020787,50965,40167,50777,429025,504877,504879,1004405.09,10022745.1
323,1004153,10020756,50950,40167,50777,428896,504877,504879,1004398.93,10022696.84
324,1004153,10020733,50959,40158,50777,428976,504776,504879,1004392.84,10022649.04
325,1004149,10020702,50968,40167,50777,429049,504876,504879,1004386.87,10022601.84
326,1004142,10020679,50953,40167,50777,428927,504876,504879,1004380.88,10022555.05
327,1004139,10020648,50950,40167,50777,428899,504876,504879,1004374.97,10022508.81
328,1004136,10020625,50947,40167,50777,428879,504876,504879,1004369.11,10022462.96
329,1004131,10020594,50943,40167,50777,428851,504876,504879,1004363.31,10022417.64
330,1004129,10020571,50941,40158,50777,428831,504775,504879,1004357.56,10022372.71
331,1004123,10020540,50937,40166,50777,428803,504875,504879,1004351.87,10022328.31
332,1004122,10020517,50935,40166,50777,428783,504875,504879,1004346.24,10022284.3
333,1004116,10020486,50931,40166,50777,428755,504875,504879,1004340.67,10022240.82
334,1004114,10020463,50928,40166,50767,428735,504875,504778,1004335.17,10022197.73
335,1004109,10020437,50924,40166,50777,428712,504875,504878,1004329.77,10022155.21
336,1004109,10020419,50924,40166,50777,428697,504875,504878,1004324.4,10022113.09
337,1004101,10020394,50919,40166,50777,428675,504875,504878,1004319.03,10022071.51
338,1004104,10020377,50919,40166,50777,428661,504875,504878,1004313.79,10022030.32
339,1004098,10020352,50915,40166,50777,428639,504875,504878,1004308.62,10021989.64
340,1004099,10020335,50913,40166,50787,428625,504875,504979,1004303.49,10021949.34
341,1004096,10020310,50911,40158,50777,428603,504774,504877,1004298.43,10021909.56
342,1004089,10020293,50896,40166,50777,428488,504874,504877,1004293.35,10021870.16
343,1004089,10020268,50906,40166,50767,428566,504874,504776,1004288.38,10021831.28
344,1004087,10020251,50893,40166,50777,428451,504874,504876,1004283.47,10021792.78
345,1004083,10020226,50900,40166,50777,428529,504874,504876,1004278.65,10021754.8
346,1004082,10020209,50901,40166,50777,428515,504874,504876,1004273.87,10021717.2
347,1004075,10020184,50896,40166,50777,428493,504874,504876,1004269.12,10021680.08
348,1004084,10020268,50895,40166,50777,428479,504874,504876,1004264.5,10021644.29
349,1004073,10020143,50892,40158,50777,428457,504773,504876,1004259.85,10021607.95
350,1004081,10020227,50890,40166,50777,428443,504873,504876,1004255.35,10021572.93
351,1004072,10020102,50888,40158,50777,428421,504772,504876,1004250.86,10021537.36
352,1004073,10020186,50885,40166,50777,428407,504872,504876,1004246.47,10021503.11
353,1004072,10020162,50882,40166,50777,428385,504872,504876,1004242.11,10021469.32
354,1004070,10020146,50880,40166,50777,428371,504872,504876,1004237.8,10021435.85
355,1004054,10020022,50865,40166,50777,428248,504872,504876,1004233.4,10021401.83
356,1004066,10020105,50877,40166,50777,428334,504872,504876,1004229.21,10021369.13
357,1004065,10020081,50873,40159,50777,428312,504771,504876,1004225.1,10021336.89
358,1004059,10020065,50871,40166,50777,428298,504871,504876,1004220.98,10021304.97
359,1004056,10020041,50868,40166,50777,428276,504871,504876,1004216.92,10021273.46
360,1004058,10020025,50867,40158,50788,428262,504770,504977,1004212.92,10021242.22
361,1004053,10020001,50864,40165,50777,428240,504870,504875,1004208.99,10021211.38
362,1004046,10019985,50862,40173,50777,428226,504971,504875,1004205.04,10021180.78
363,1004045,10019961,50858,40165,50777,428204,504869,504875,1004201.2,10021150.57
364,1004045,10019945,50857,40156,50788,428190,504768,504976,1004197.36,10021120.61
365,1004039,10019921,50854,40165,50777,428168,504868,504874,1004193.59,10021091.04
366,1004039,10019905,50852,40165,50777,428154,504868,504874,1004189.84,10021061.72
367,1004035,10019881,50850,40165,50777,428132,504868,504874,1004186.16,10021032.65
368,1004034,10019870,50849,40165,50777,428123,504868,504874,1004182.45,10021003.88
