,Emissions,Supply,Top Fifty Polluters Emissions,Top Fifty Efficient Emissions,Average Polluters Emissions,Top Fifty Polluters Supply,Top Fifty Efficient Supply,Average Polluters Supply,Emissions Rolling,Supply Rolling
264,979361,9910903,57103,70506,47304,473950,906264,473951,991851.51,10006488.26
265,989008,10008342,57677,71066,47779,478700,913651,478701,991780.38,10006335.43
266,979676,9915386,57102,70909,47300,473900,911697,473901,991711.83,10006205.27
267,989271,10012421,57671,71445,47771,478650,918680,478651,991641.37,10006064.32
268,979873,9918471,57094,71203,47293,473850,915732,473851,991572.71,10005935.16
269,989561,10016541,57667,71827,47766,478600,923750,478601,991503.37,10005809.73
270,980205,9923211,57087,71633,47290,473800,921422,473801,991436.74,10005708.55
271,989923,10021539,57660,72273,47761,478550,929698,478551,991369.41,10005607.54
272,980580,9928615,57083,72124,47288,473750,927966,473751,991304.63,10005530.82
273,990285,10026498,57654,72723,47759,478500,935605,478501,991238.99,10005450.95
274,980884,9932887,57077,72507,47283,473700,932994,473701,991175.28,10005389.64
275,990638,10031621,57648,73180,47752,478450,941676,478451,991112.08,10005340.74
276,981281,9938557,57071,73011,47270,473650,939612,473651,991050.8,10005311.64
277,991035,10036973,57645,73655,47750,478400,947976,478401,990989.69,10005286.49
278,981653,9943690,57066,73468,47269,473600,945693,473601,990930.67,10005285.6
279,991424,10042352,57636,74138,47742,478350,954303,478351,990871.7,10005286.39
280,981992,9948615,57054,73910,47262,473550,951566,473551,990814.28,10005306.31
281,991827,10047852,57630,74624,47741,478300,960751,478301,990757.51,10005336.0
282,982387,9954179,57053,74416,47258,473500,958270,473501,990702.03,10005381.59
283,992203,10053301,57623,75121,47738,478250,967338,478251,990646.79,10005434.57
284,982794,9959739,57045,74910,47254,473450,964770,473451,990593.78,10005511.01
285,992546,10058325,57617,75571,47729,478200,973310,478201,990539.96,10005585.68
286,983118,9964270,57062,75318,47250,473592,970253,473401,990487.57,10005670.26
287,992896,10063667,57612,76039,47721,478150,979600,478151,990435.19,10005767.7
288,983586,9970925,57034,75893,47243,473350,977856,473351,990385.66,10005890.86
289,993307,10069493,57605,76551,47716,478100,986374,478101,990335.57,10006020.98
290,983964,9976336,57028,76372,47240,473300,984215,473301,990288.3,10006176.09
291,993716,10075111,57600,77049,47711,478050,992940,478051,990240.73,10006336.16
292,984333,9981533,57024,76836,47238,473250,990360,473251,990195.41,10006515.38
293,994152,10081149,57595,77577,47708,478000,999926,478001,990150.66,10006710.88
294,984816,9988125,57017,77407,47233,473200,997900,473201,990108.17,10006927.57
295,994597,10087231,57591,78116,47702,477950,1006956,477951,990066.45,10007158.6
296,985160,9993199,57007,77865,47220,473150,1003922,473151,990025.58,10007398.27
297,995030,10093146,57580,78637,47700,477900,1013819,477901,989985.88,10007655.67
298,985657,10000015,57003,78458,47219,473100,1011686,473101,989947.36,10007927.11
299,976357,9907456,56432,78268,46745,468350,1009371,468351,989718.69,10006293.76
300,986046,10005417,56999,78968,47212,473050,1018414,473051,989682.86,10006598.04
301,976755,9913111,56424,78779,46740,468300,1016158,468301,989456.05,10004990.04
302,986464,10011315,56991,79485,47208,473000,1025262,473001,989422.4,10005322.43
303,977179,9918808,56422,79298,46739,468250,1022995,468251,989197.42,10003738.28
304,986922,10017587,56985,80028,47204,472950,1032484,472951,989166.14,10004101.33
305,977714,9925889,56421,79891,46734,468200,1030836,468201,988944.03,10002553.75
306,987390,10023971,56981,80585,47200,472900,1039818,472901,988915.17,10002947.82
307,978120,9931681,56407,80400,46722,468150,1037574,468151,988694.65,10001422.48
308,987858,10030459,56976,81164,47193,472850,1047436,472851,988667.61,10001840.86
309,978561,9937882,56401,80954,46719,468100,1044903,468101,988448.97,10000342.25
310,988342,10037258,56969,81751,47190,472800,1055181,472801,988424.41,10000794.74
311,979072,9944902,56391,81560,46714,468050,1052869,468051,988208.51,9999330.48
312,988805,10043789,56960,82328,47188,472750,1062846,472751,988185.63,9999806.85
313,979542,9951662,56387,82159,46707,468000,1060759,468001,987971.88,9998372.93
314,989237,10049912,56953,82878,47184,472700,1070101,472701,987950.77,9998873.43
315,979995,9957968,56384,82722,46705,467950,1068195,467951,987739.0,9997463.23
316,989680,10056170,56950,83419,47171,472650,1077302,472651,987719.42,9997985.41
317,980420,9964027,56378,83244,46701,467900,1075195,467901,987702.22,9998534.2
318,990190,10063173,56943,84038,47169,472600,1085434,472601,987685.71,9999095.12
319,980891,9970722,56372,83838,46695,467850,1083019,467851,987670.98,9999675.36
320,990632,10069339,56937,84601,47164,472550,1092915,472551,987656.18,10000258.07
321,981312,9976586,56371,84379,46690,467800,1090194,467801,987642.87,10000856.44
322,991105,10075816,56933,85162,47158,472500,1100335,472501,987629.76,10001461.32
323,981897,9984352,56371,84967,46690,467800,1097976,467800,987619.5,10002097.21
324,991694,10083632,56933,85784,47158,472500,1108535,472500,987609.21,10002736.96
325,982519,9992562,56371,85618,46690,467800,1106563,467800,987602.17,10003411.44
326,992284,10091474,56933,86404,47158,472500,1116750,472500,987595.0,10004090.73
327,983126,10000645,56371,86258,46690,467800,1115015,467800,987591.21,10004804.8
328,973965,9909351,55798,86079,46219,463100,1112804,463100,987398.04,10003623.22
329,983591,10006966,56359,86850,46689,467750,1122827,467750,987396.35,10004362.81
330,974412,9915563,55792,86662,46215,463050,1120501,463050,987204.79,10003200.56
331,984070,10013441,56354,87442,46684,467700,1130599,467700,987204.52,10003959.57
332,974893,9922301,55791,87270,46207,463000,1128532,463000,987014.57,10002819.34
333,984644,10021526,56344,88139,46673,467650,1139815,467650,987017.33,10003622.6
334,975548,9931208,55784,88031,46204,462950,1138568,462950,986831.55,10002537.28
335,985264,10029963,56337,88857,46668,467600,1149201,467600,986837.7,10003385.64
336,976081,9938556,55797,88660,46200,463088,1146864,462900,986654.54,10002334.27
337,985806,10037359,56336,89513,46664,467551,1157917,467550,986663.69,10003220.61
338,976618,9945987,55770,89326,46196,462851,1155608,462850,986482.87,10002201.6
339,986299,10044247,56330,90145,46657,467501,1166296,467500,986493.32,10003105.74
340,977130,9953158,55760,89981,46192,462801,1164260,462800,986314.29,10002110.41
341,986773,10051209,56322,90789,46655,467451,1174737,467450,986326.42,10003040.37
342,977709,9960849,55760,90607,46192,462800,1172509,462800,986150.49,10002084.2
343,987392,10059418,56322,91469,46655,467450,1183696,467450,986166.31,10003057.89
344,978333,9969186,55760,91296,46192,462800,1181582,462800,985993.52,10002140.92
345,988065,10068331,56322,92162,46655,467450,1192811,467450,986013.09,10003158.87
346,979021,9978280,55760,92002,46192,462800,1190876,462800,985843.82,10002286.21
347,988735,10077162,56322,92864,46655,467450,1202022,467450,985867.19,10003349.22
348,979661,9986754,55760,92672,46192,462800,1199726,462800,985701.32,10002517.33
349,989398,10085947,56322,93557,46655,467450,1211183,467450,985728.53,10003629.69
350,980374,9996174,55760,93420,46192,462800,1209518,462800,985567.57,10002856.52
351,990078,10094976,56322,94241,46655,467450,1220232,467450,985598.2,10004012.1
352,981067,10005300,55760,94112,46192,462800,1218664,462800,985441.28,10003288.83
353,971991,9914947,55203,93927,45730,458150,1216401,458150,985288.65,10002611.38
354,981596,10012660,55754,94795,46189,462750,1227683,462750,985134.26,10001922.01
355,972572,9923102,55196,94671,45723,458100,1226207,458100,984984.57,10001283.75
356,982244,10021494,55749,95543,46183,462700,1237464,462700,984833.88,10000640.9
357,973249,9932076,55209,95426,45717,458236,1236128,458050,984687.43,10000043.58
358,982923,10030569,55744,96303,46178,462651,1247486,462650,984540.0,9999441.86
359,973849,9940298,55184,96121,45710,458001,1245297,458000,984396.51,9998882.98
360,983523,10038877,55741,97018,46169,462601,1256925,462600,984252.32,9998325.78
361,974475,9949008,55177,96868,45705,457951,1255132,457950,984112.56,9997817.36
362,984128,10047305,55736,97786,46165,462551,1267028,462550,983971.19,9997300.65
363,975059,9957058,55173,97606,45700,457901,1264844,457900,983833.84,9996823.89
364,984718,10055481,55726,98504,46158,462501,1276502,462500,983887.41,9998269.67
365,975790,9966764,55173,98374,45700,457900,1274939,457900,983755.23,9997853.89
366,985432,10064922,55726,99266,46158,462500,1286520,462500,983812.79,9999349.25
367,976487,9976074,55173,99137,45700,457900,1285000,457900,983684.95,9998985.78
368,986237,10075614,55726,100096,46158,462500,1297424,462500,983748.59,10000557.21
369,977254,9986228,55173,99909,45700,457900,1295181,457900,983625.52,10000254.08
370,986994,10085655,55726,100890,46158,462500,1307855,462500,983693.41,10001878.52
371,978018,9996242,55173,100702,45700,457900,1305579,457900,983574.36,10001625.55
372,987689,10094922,55726,101646,46158,462500,1317866,462500,983645.45,10003288.62
373,978765,10006226,55173,101515,45700,457900,1316299,457900,983530.25,10003085.9
374,969843,9917384,54619,101374,45244,453300,1314560,453300,983419.84,10002930.87
375,979343,10013957,55166,102221,45698,457850,1325679,457850,983306.89,10002754.23
376,970374,9924694,54615,102043,45240,453250,1323510,453250,983197.82,10002615.6
377,979961,10022626,55162,102951,45693,457800,1335292,457800,983087.08,10002472.13
378,971036,9934059,54608,102824,45235,453200,1333819,453200,982980.91,10002375.82
379,980604,10031499,55157,103767,45690,457750,1346011,457750,982872.71,10002267.29
380,971615,9942283,54599,103587,45229,453150,1343878,453150,982768.94,10002203.97
381,981271,10040805,55150,104571,45683,457700,1356620,457700,982663.38,10002133.5
