,Emissions,Supply,Top Fifty Polluters Supply,Top Fifty Efficient Supply,Average Polluters Supply,Clearing Price,Clearing Price Double Auction,Emissions Rolling,Supply Rolling,Clearing Price Rolling,Clearing Price Double Auction Rolling
2050,781559,10025176,0,10019920,0,86.11097547232876,74.76294650011309,783643.72,10035143.71,75.52094907620135,100.37447380166383
2051,780605,10013324,0,10008121,0,76.74978615609476,74.76294650011309,783598.98,10034868.51,75.86743441032735,100.11434098589046
2052,779658,10001541,0,9996440,0,69.3551325895439,74.76294650011309,783554.82,10034601.3,76.17276444819129,99.8542081701171
2053,778724,9989925,0,9984875,0,63.51558194413301,74.76294650011309,783511.31,10034342.52,76.44391309355515,99.59407535434374
2054,784778,10068264,0,10063265,0,73.53144193008843,92.23180400552599,783538.19,10034990.45,76.83303907399696,99.5086311136245
2055,783980,10058321,0,10053373,0,62.17258839694641,92.23180400552599,783566.85,10035661.07,77.12159826849064,99.42318687290526
2056,783363,10050729,0,10045832,0,71.80942547437348,92.23180400552599,783528.75,10035476.22,77.42767892927553,99.79462028257913
2057,782417,10039008,0,10034161,0,82.48442565711406,92.23180400552599,783488.92,10035271.58,77.87288041284745,100.166053692253
2058,781481,10027406,0,10022607,0,93.93558822671851,92.23180400552599,783448.52,10035058.65,78.41394057292447,100.64218180022222
2059,780556,10015921,0,10011170,0,106.24210923030826,92.23180400552599,783405.09,10034806.97,79.12099100962055,101.11830990819143
2060,779637,10004549,0,9999846,0,119.49055536287963,92.23180400552599,783355.77,10034486.43,79.96723267297955,101.59443801616065
2061,778728,9993290,0,9988635,0,133.78263822063224,92.23180400552599,783306.81,10034173.93,80.94920005746822,102.07056612412987
2062,784834,10072315,0,10067707,0,148.1165057304012,177.02313228157473,783328.21,10034771.03,82.05562401255357,103.4189961328645
2063,783988,10061780,0,10057219,0,117.97114509953077,177.02313228157473,783346.49,10035331.44,82.8829397007597,104.76742614159913
2064,783385,10054281,0,10049767,0,107.88913651265054,177.02313228157473,783360.75,10035842.66,83.54844065469854,106.11585615033377
2065,782644,10044967,0,10040499,0,116.15422098516629,177.02313228157473,783376.13,10036370.81,84.22958555443202,107.4642861590684
2066,781706,10033280,0,10028857,0,124.98367817169695,177.02313228157473,783320.17,10035992.46,84.93959136423354,108.57854446867702
2067,780777,10021710,0,10017331,0,134.36267279061053,177.02313228157473,783262.38,10035595.26,85.80758299294476,109.69280277828565
2068,779863,10010254,0,10005918,0,144.35609180828158,177.02313228157473,783198.32,10035117.05,86.70049898103845,110.80706108789428
2069,778955,9998914,0,9994621,0,155.02103653891305,177.02313228157473,783135.01,10034648.74,87.61808055696046,111.92131939750293
2070,785073,10077954,0,10073704,0,171.72601301078663,192.56732546338156,783142.6,10035092.93,88.61718948627608,113.19101963892963
2071,784320,10068561,0,10064353,0,135.59828512726142,192.56732546338156,783152.31,10035564.08,89.16563000832237,114.46071988035634
2072,783883,10063195,0,10059029,0,140.3562625538526,154.511041821432,783167.18,10036101.24,89.6680286934327,115.34985728536354
2073,783025,10052421,0,10048296,0,112.32776944278223,154.511041821432,783182.93,10036649.11,89.79192842184264,116.23899469037075
2074,781984,10039336,0,10035252,0,115.77366974950577,154.511041821432,783126.99,10036279.29,89.85686731979112,116.49653766876813
2075,780783,10024177,0,10020133,0,119.32285734615601,154.511041821432,783066.52,10035852.4,90.16096078673979,116.7540806471655
2076,779596,10009172,0,10005167,0,123.23305823416382,154.511041821432,782999.73,10035342.11,90.38367864035962,117.01162362556288
2077,778419,9994317,0,9990351,0,127.52962616268584,140.35095936360318,782931.31,10034808.81,90.8310035359456,117.12756577938197
2078,784673,10074942,0,10071015,0,102.45076919361782,140.35095936360318,782935.42,10035205.55,91.16362112545552,117.24350793320106
2079,784390,10071494,0,10067606,0,108.16223246996334,122.13753900797981,782946.56,10035690.37,91.65452047322164,117.1773158834639
2080,783519,10060612,0,10056763,0,88.18253363208179,122.13753900797981,782958.83,10036187.7,92.02088963313757,117.11112383372677
2081,782671,10049983,0,10046171,0,85.76825391543701,122.13753900797981,782972.29,10036698.87,92.41918566459579,117.04493178398961
2082,781537,10035703,0,10031928,0,83.58633947115351,122.13753900797981,782913.75,10036284.42,92.70603787926467,117.5554084265049
2083,780415,10021567,0,10017829,0,81.9068202121841,122.13753900797981,782851.77,10035825.59,93.04393169635452,118.06588506902017
2084,779301,10007573,0,10003872,0,80.66929169834197,122.13753900797981,782784.32,10035299.49,93.28246626068793,118.57636171153544
